932061,CTD or STD cast,CTD/STD cast,research vessel,53.37267,-99,-3.2345,-999,Fixed point,05/03/2009,-99,-99,14.9,12.34,.52,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
946622,CTD or STD cast,CTD/STD cast,research vessel,53.85883,-99,-3.361,-999,Fixed point,22/11/2007,-99,-99,12,11.15,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947754,CTD or STD cast,CTD/STD cast,research vessel,53.53733,-99,-3.34833,-999,Fixed point,14/05/2008,-99,-99,24.2,20.07,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
931217,CTD or STD cast,CTD/STD cast,research vessel,53.37017,-99,-3.33367,-999,Fixed point,03/03/2009,-99,-99,12.3,8.21,.51,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1112190,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.69817,-99,-3.23,-999,Fixed point,11/08/2010,-99,-99,20.5,17.74,3.47,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
947742,CTD or STD cast,CTD/STD cast,research vessel,53.53733,-99,-3.34833,-999,Fixed point,14/05/2008,-99,-99,24.1,20.07,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929004,CTD or STD cast,CTD/STD cast,research vessel,53.3695,-99,-3.33267,-999,Fixed point,12/02/2008,-99,-99,16.2,15.1,1.4,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1112165,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.69867,-99,-3.6385,-999,Fixed point,11/08/2010,-99,-99,37,33.79,2.48,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1024429,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.3695,-99,-3.92767,-999,Fixed point,16/09/2009,-99,-99,22.2,18.58,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
946695,CTD or STD cast,CTD/STD cast,research vessel,53.61267,-99,-3.5055,-999,Fixed point,22/11/2007,-99,-99,32.1,28,3.72,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947336,CTD or STD cast,CTD/STD cast,research vessel,53.61783,-99,-3.22617,-999,Fixed point,16/04/2008,-99,-99,16.3,12.14,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
943925,CTD or STD cast,CTD/STD cast,research vessel,53.6175,-99,-3.9285,-999,Fixed point,30/08/2007,-99,-99,40.9,40.38,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948315,CTD or STD cast,CTD/STD cast,research vessel,53.701,-99,-3.7845,-999,Fixed point,15/05/2008,-99,-99,42.7,37.91,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930146,CTD or STD cast,CTD/STD cast,research vessel,53.37467,-99,-3.23483,-999,Fixed point,02/02/2009,-99,-99,17.7,14.61,1.04,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
970093,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.36817,-99,-3.3295,-999,Fixed point,14/03/2007,-99,-99,15,14.12,1.24,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947730,CTD or STD cast,CTD/STD cast,research vessel,53.53717,-99,-3.348,-999,Fixed point,14/05/2008,-99,-99,23.7,20.56,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1024417,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.38517,-99,-3.784,-999,Fixed point,16/09/2009,-99,-99,16.2,12.14,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
626353,CTD or STD cast,CTD/STD cast,research vessel,54.617,-99,-4.0487,-999,Fixed point,15/03/2003,-99,-99,47,42.61,2.97,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
946683,CTD or STD cast,CTD/STD cast,research vessel,53.532,-99,-3.49483,-999,Fixed point,22/11/2007,-99,-99,33.3,28.99,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947348,CTD or STD cast,CTD/STD cast,research vessel,53.70083,-99,-3.22633,-999,Fixed point,16/04/2008,-99,-99,19.8,15.61,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
970081,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.36817,-99,-3.3295,-999,Fixed point,14/03/2007,-99,-99,15.4,14.62,1.24,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1112177,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.69917,-99,-3.50067,-999,Fixed point,11/08/2010,-99,-99,35.4,33.2,2.48,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
948303,CTD or STD cast,CTD/STD cast,research vessel,53.6165,-99,-3.78,-999,Fixed point,15/05/2008,-99,-99,43.2,38.9,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
943937,CTD or STD cast,CTD/STD cast,research vessel,53.53183,-99,-3.92517,-999,Fixed point,30/08/2007,-99,-99,41,40.38,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947729,CTD or STD cast,CTD/STD cast,research vessel,53.537,-99,-3.3475,-999,Fixed point,14/05/2008,-99,-99,23.2,21.56,.25,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
563497,CTD or STD cast,CTD/STD cast,research vessel,53.9478,-99,-3.7637,-999,Fixed point,24/11/2000,-99,-99,40,37.66,1.98,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
930158,CTD or STD cast,CTD/STD cast,research vessel,53.3745,-99,-3.23483,-999,Fixed point,02/02/2009,-99,-99,17,13.98,1.76,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
563473,CTD or STD cast,CTD/STD cast,research vessel,54.4363,-99,-3.8713,-999,Fixed point,23/11/2000,-99,-99,42,36.66,2.97,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1024442,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.453,-99,-3.7795,-999,Fixed point,16/09/2009,-99,-99,29.3,27.5,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
930889,CTD or STD cast,CTD/STD cast,research vessel,53.37083,-99,-3.33167,-999,Fixed point,04/02/2009,-99,-99,11.4,8.34,1.13,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
946671,CTD or STD cast,CTD/STD cast,research vessel,53.53617,-99,-3.35267,-999,Fixed point,22/11/2007,-99,-99,22,20.07,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
626341,CTD or STD cast,CTD/STD cast,research vessel,54.5815,-99,-3.907,-999,Fixed point,15/03/2003,-99,-99,34,28.74,1.98,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1112141,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.7015,-99,-3.923,-999,Fixed point,11/08/2010,-99,-99,38.2,34.78,2.28,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1013099,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.62067,-99,-3.6445,-999,Fixed point,02/11/2006,-99,-99,28.8,28.49,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1034067,CTD or STD cast,CTD/STD cast,research vessel,54.74967,-99,-3.9975,-999,Fixed point,14/01/2009,-99,-99,20,15.86,2.97,-99,United Kingdom,Fisheries Research Services Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
947312,CTD or STD cast,CTD/STD cast,research vessel,53.45083,-99,-3.2235,-999,Fixed point,16/04/2008,-99,-99,18.5,14.12,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947717,CTD or STD cast,CTD/STD cast,research vessel,53.53717,-99,-3.34717,-999,Fixed point,14/05/2008,-99,-99,22.6,21.56,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930890,CTD or STD cast,CTD/STD cast,research vessel,53.37083,-99,-3.33167,-999,Fixed point,04/02/2009,-99,-99,10.9,8.09,1.05,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
930122,CTD or STD cast,CTD/STD cast,research vessel,53.37333,-99,-3.2365,-999,Fixed point,02/02/2009,-99,-99,16.8,12.96,1.07,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
563485,CTD or STD cast,CTD/STD cast,research vessel,54.1015,-99,-4.0558,-999,Fixed point,24/11/2000,-99,-99,37,34.68,.99,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
1024430,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.4515,-99,-3.92383,-999,Fixed point,16/09/2009,-99,-99,35.8,31.96,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
930877,CTD or STD cast,CTD/STD cast,research vessel,53.37083,-99,-3.3315,-999,Fixed point,04/02/2009,-99,-99,11.5,7.94,1.33,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1112153,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.69933,-99,-3.77767,-999,Fixed point,11/08/2010,-99,-99,38.6,35.58,2.68,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1013087,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.698,-99,-3.64217,-999,Fixed point,02/11/2006,-99,-99,35.4,34.44,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
943913,CTD or STD cast,CTD/STD cast,research vessel,53.70017,-99,-3.92983,-999,Fixed point,30/08/2007,-99,-99,39,38.9,2.23,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947324,CTD or STD cast,CTD/STD cast,research vessel,53.53267,-99,-3.26217,-999,Fixed point,16/04/2008,-99,-99,15.8,12.14,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930134,CTD or STD cast,CTD/STD cast,research vessel,53.37467,-99,-3.23567,-999,Fixed point,02/02/2009,-99,-99,20.1,17.19,1.05,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
947705,CTD or STD cast,CTD/STD cast,research vessel,53.537,-99,-3.34733,-999,Fixed point,14/05/2008,-99,-99,22,21.06,.25,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1024466,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.4475,-99,-3.50433,-999,Fixed point,16/09/2009,-99,-99,15.3,12.14,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
932012,CTD or STD cast,CTD/STD cast,research vessel,53.3735,-99,-3.235,-999,Fixed point,05/03/2009,-99,-99,15.9,12.21,.76,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
626328,CTD or STD cast,CTD/STD cast,research vessel,54.3612,-99,-3.8365,-999,Fixed point,15/03/2003,-99,-99,43,41.62,2.97,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
970505,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.37133,-99,-3.23317,-999,Fixed point,15/03/2007,-99,-99,17.1,14.62,1.24,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
945876,CTD or STD cast,CTD/STD cast,research vessel,53.533,-99,-3.92383,-999,Fixed point,04/10/2007,-99,-99,44.5,44.35,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
950111,CTD or STD cast,CTD/STD cast,research vessel,53.53417,-99,-3.35667,-999,Fixed point,11/12/2008,-99,-99,26.9,23.54,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1112128,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.78267,-99,-3.92067,-999,Fixed point,11/08/2010,-99,-99,38.1,34.78,2.68,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
930183,CTD or STD cast,CTD/STD cast,research vessel,53.3735,-99,-3.23633,-999,Fixed point,02/02/2009,-99,-99,13.1,7.46,.99,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1024454,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.45133,-99,-3.64183,-999,Fixed point,16/09/2009,-99,-99,21.9,18.58,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
932000,CTD or STD cast,CTD/STD cast,research vessel,53.3735,-99,-3.23533,-999,Fixed point,05/03/2009,-99,-99,15.4,11.97,.76,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
626316,CTD or STD cast,CTD/STD cast,research vessel,54.0752,-99,-4.0085,-999,Fixed point,15/03/2003,-99,-99,46,43.6,2.97,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
947300,CTD or STD cast,CTD/STD cast,research vessel,53.45117,-99,-3.36367,-999,Fixed point,16/04/2008,-99,-99,20.6,18.09,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
945888,CTD or STD cast,CTD/STD cast,research vessel,53.45183,-99,-3.9215,-999,Fixed point,04/10/2007,-99,-99,38,34.93,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930195,CTD or STD cast,CTD/STD cast,research vessel,53.37333,-99,-3.23617,-999,Fixed point,02/02/2009,-99,-99,12.5,8.48,.79,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
953599,CTD or STD cast,CTD/STD cast,research vessel,53.70217,-99,-3.92933,-999,Fixed point,12/05/2009,-99,-99,42.2,37.41,2.23,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
626304,CTD or STD cast,CTD/STD cast,research vessel,54.064,-99,-3.6142,-999,Fixed point,15/03/2003,-99,-99,34,32.7,3.96,-99,United Kingdom,Department of Agriculture and Fisheries for Scotland Aberdeen Marine Laboratory,null,Public,N,BODC Data Licence Agreement
945852,CTD or STD cast,CTD/STD cast,research vessel,53.697,-99,-3.91983,-999,Fixed point,04/10/2007,-99,-99,43,39.89,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
1112104,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.7825,-99,-3.64483,-999,Fixed point,11/08/2010,-99,-99,34.3,29.24,3.27,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
931291,CTD or STD cast,CTD/STD cast,research vessel,53.37017,-99,-3.3305,-999,Fixed point,03/03/2009,-99,-99,10,5.91,1.41,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1024478,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.4505,-99,-3.3625,-999,Fixed point,16/09/2009,-99,-99,15.4,12.64,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
945864,CTD or STD cast,CTD/STD cast,research vessel,53.619,-99,-3.92383,-999,Fixed point,04/10/2007,-99,-99,43.9,44.35,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
930171,CTD or STD cast,CTD/STD cast,research vessel,53.37467,-99,-3.23533,-999,Fixed point,02/02/2009,-99,-99,17.1,13.19,1.24,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
1112116,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.785,-99,-3.77767,-999,Fixed point,11/08/2010,-99,-99,38,33.6,3.87,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
948364,CTD or STD cast,CTD/STD cast,research vessel,53.53283,-99,-3.926,-999,Fixed point,16/05/2008,-99,-99,45.4,43.36,2.23,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929618,CTD or STD cast,CTD/STD cast,research vessel,53.36917,-99,-3.23017,-999,Fixed point,14/02/2008,-99,-99,12.7,11.61,1.34,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947164,CTD or STD cast,CTD/STD cast,research vessel,53.61617,-99,-3.36433,-999,Fixed point,15/03/2008,-99,-99,23.5,19.08,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
949496,CTD or STD cast,CTD/STD cast,research vessel,53.45033,-99,-3.63933,-999,Fixed point,31/07/2008,-99,-99,27.5,24.53,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942749,CTD or STD cast,CTD/STD cast,research vessel,53.45183,-99,-3.22317,-999,Fixed point,20/06/2007,-99,-99,15.4,14.62,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
941617,CTD or STD cast,CTD/STD cast,research vessel,53.53667,-99,-3.34417,-999,Fixed point,15/05/2007,-99,-99,22.5,22.05,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
931961,CTD or STD cast,CTD/STD cast,research vessel,53.3735,-99,-3.23517,-999,Fixed point,05/03/2009,-99,-99,17.1,13.45,.66,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
942750,CTD or STD cast,CTD/STD cast,research vessel,53.535,-99,-3.26867,-999,Fixed point,20/06/2007,-99,-99,13.7,13.63,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948721,CTD or STD cast,CTD/STD cast,research vessel,53.70067,-99,-3.2245,-999,Fixed point,26/06/2008,-99,-99,19.1,17.59,5.7,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947152,CTD or STD cast,CTD/STD cast,research vessel,53.61583,-99,-3.503,-999,Fixed point,15/03/2008,-99,-99,32.5,29.48,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948376,CTD or STD cast,CTD/STD cast,research vessel,53.45483,-99,-3.92383,-999,Fixed point,16/05/2008,-99,-99,35.2,34.44,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
969737,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.36817,-99,-3.32767,-999,Fixed point,13/03/2007,-99,-99,16.9,14.12,1.24,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
941605,CTD or STD cast,CTD/STD cast,research vessel,53.53667,-99,-3.34417,-999,Fixed point,15/05/2007,-99,-99,22,21.06,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942737,CTD or STD cast,CTD/STD cast,research vessel,53.53867,-99,-3.35167,-999,Fixed point,20/06/2007,-99,-99,21.7,20.56,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942227,CTD or STD cast,CTD/STD cast,research vessel,53.6135,-99,-3.64133,-999,Fixed point,17/05/2007,-99,-99,26.3,25.02,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
931948,CTD or STD cast,CTD/STD cast,research vessel,53.3735,-99,-3.23517,-999,Fixed point,05/03/2009,-99,-99,17.9,14.03,.74,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
948733,CTD or STD cast,CTD/STD cast,research vessel,53.53167,-99,-3.26183,-999,Fixed point,26/06/2008,-99,-99,12.4,11.15,3.22,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947188,CTD or STD cast,CTD/STD cast,research vessel,53.69967,-99,-3.22633,-999,Fixed point,15/03/2008,-99,-99,16.4,13.63,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948388,CTD or STD cast,CTD/STD cast,research vessel,53.36967,-99,-3.92217,-999,Fixed point,16/05/2008,-99,-99,22.8,21.56,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942239,CTD or STD cast,CTD/STD cast,research vessel,53.53283,-99,-3.63633,-999,Fixed point,17/05/2007,-99,-99,28.7,28,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
969762,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.36833,-99,-3.32867,-999,Fixed point,13/03/2007,-99,-99,16.3,12.14,.74,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929631,CTD or STD cast,CTD/STD cast,research vessel,53.36917,-99,-3.23017,-999,Fixed point,14/02/2008,-99,-99,12.6,12.05,1.3,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
931936,CTD or STD cast,CTD/STD cast,research vessel,53.3735,-99,-3.23517,-999,Fixed point,05/03/2009,-99,-99,18.1,14.13,1.31,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
942774,CTD or STD cast,CTD/STD cast,research vessel,53.70083,-99,-3.2235,-999,Fixed point,20/06/2007,-99,-99,16.7,15.61,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
941642,CTD or STD cast,CTD/STD cast,research vessel,53.5365,-99,-3.34433,-999,Fixed point,15/05/2007,-99,-99,22.4,22.05,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942240,CTD or STD cast,CTD/STD cast,research vessel,53.45033,-99,-3.63633,-999,Fixed point,17/05/2007,-99,-99,20,18.58,2.23,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947176,CTD or STD cast,CTD/STD cast,research vessel,53.61783,-99,-3.22483,-999,Fixed point,15/03/2008,-99,-99,12.3,9.66,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
969750,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.368,-99,-3.32833,-999,Fixed point,13/03/2007,-99,-99,16.5,12.14,.74,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
929643,CTD or STD cast,CTD/STD cast,research vessel,53.369,-99,-3.23033,-999,Fixed point,14/02/2008,-99,-99,12.4,11.18,1.25,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
941629,CTD or STD cast,CTD/STD cast,research vessel,53.53667,-99,-3.34417,-999,Fixed point,15/05/2007,-99,-99,22.7,22.55,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942252,CTD or STD cast,CTD/STD cast,research vessel,53.3815,-99,-3.63917,-999,Fixed point,17/05/2007,-99,-99,12.1,11.15,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
931924,CTD or STD cast,CTD/STD cast,research vessel,53.3735,-99,-3.2355,-999,Fixed point,05/03/2009,-99,-99,18.2,14.01,1.23,Oceans 2025,United Kingdom,Proudman Oceanographic Laboratory,null,Public,N,BODC Data Licence Agreement
941630,CTD or STD cast,CTD/STD cast,research vessel,53.5365,-99,-3.34433,-999,Fixed point,15/05/2007,-99,-99,22.6,22.55,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
942762,CTD or STD cast,CTD/STD cast,research vessel,53.61717,-99,-3.22333,-999,Fixed point,20/06/2007,-99,-99,12.6,11.15,2.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948757,CTD or STD cast,CTD/STD cast,research vessel,53.3685,-99,-3.92817,-999,Fixed point,26/06/2008,-99,-99,25.2,21.56,1.73,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
969749,CTD or STD cast,CTD/STD cast,lowered unmanned submersible,53.368,-99,-3.32767,-999,Fixed point,13/03/2007,-99,-99,17.1,14.62,.74,POL Dee Experiment,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
947127,CTD or STD cast,CTD/STD cast,research vessel,53.53567,-99,-3.25717,-999,Fixed point,14/03/2008,-99,-99,14.9,13.13,.74,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
948327,CTD or STD cast,CTD/STD cast,research vessel,53.78267,-99,-3.78433,-999,Fixed point,15/05/2008,-99,-99,42.6,38.4,1.24,Coastal Observatory,United Kingdom,Proudman Oceanographic Laboratory,null,Public,Y,BODC Data Licence Agreement
